mean,std,skw,kur,num_n_pks,num_p_pks,mean_pk_width,mean_pk_height,max_pk_width,max_pk_height,min_pk_width,min_pk_height
0.000101076,0.264333183,-1.975547365,2072.848295,6,6,9295.71129,7.454700752,46181.66609,10.91968806,1.025979959,5.248924319
0.000146055,2.401221304,-0.379278725,649.661281,487,586,64.75519994,7.521778038,1105.819053,95.38911316,0.505879561,5.001488203
0.000171171,1.695110918,-0.162133491,28.06112666,533,518,77.29939296,6.331390201,1109.330624,12.88453605,0.50712058,5.00174401
4.14E-05,2.068297015,0.735461152,595.7964133,339,379,113.0021294,8.2689243,4692.280598,97.50371553,0.500933868,5.013489624
4.58E-05,0.229510883,-3.330842822,2651.537829,11,4,41.44636471,8.03161265,581.9946289,12.98130487,0.54873438,5.293775218
3.35E-05,0.626082647,3.03341451,8239.341775,34,36,51.59281523,6.384056137,869.6265153,18.35754978,0.589544671,5.00153817
5.29E-05,0.165470603,-0.698244337,4380.628341,1,2,71461.56814,6.128773573,214339.7033,6.540719556,2.423163454,5.534717926
5.58E-05,0.706716373,0.357105599,13.29933346,28,31,55.38933759,7.646974283,1227.383012,20.67077928,0.510437693,5.014428744
-5.68E-06,0.759165435,0.411374556,49.37683636,3,3,1199.874466,5.776873183,7122.29199,6.930903315,1.981237232,5.004691678
-0.000118523,0.281618476,-3.407583713,490.46004,18,14,31.60798032,9.163472677,948.92053,16.34886922,0.69252373,5.156449537
-3.04E-05,0.312506956,-4.048537076,671.4585636,20,19,823.8625234,9.761912443,23983.5981,20.97449158,0.538174542,5.025397619
4.34E-05,0.012432786,128.8170577,160039.2218,0,1,2.111251777,5.846757256,2.111251777,5.846757256,2.111251777,5.846757256
-5.04E-05,0.291282228,3.631086202,773.3112006,16,18,18.36055335,9.623814683,552.1584416,15.97913729,0.535949992,6.794805254
-0.000141558,0.378008486,2.760221388,1034.908213,55,59,259.4542418,8.864520215,12203.70147,17.2799963,0.556119629,5.040656262
-3.39E-06,0.121301819,5.115664163,6920.605257,24,26,9.673834392,7.190031172,345.4721885,16.36698598,0.8717032,5.048398761
7.11E-07,0.356622689,-0.915282784,1232.872642,175,148,22.48582275,7.55800561,3173.424277,18.35317257,0.635850787,5.056002019
2.85E-05,1.537621837,0.037366912,3.996074749,78,79,285.2739558,6.555625087,1098.448762,13.18878842,0.501759182,5.005130297
-0.000147021,1.58121852,-0.01800566,3.787787731,159,147,237.3526384,6.234677651,1104.474898,18.80852584,0.500779861,5.002207845
-2.72E-05,1.127114411,0.008319956,6.822970649,42,33,339.5213403,5.901267131,1069.236816,7.59473296,0.513724853,5.002779545
-5.20E-05,0.769632633,-0.522271992,27.6203712,17,5,210.3638685,9.960701566,1343.902583,24.54158339,0.583068073,5.074255414
-4.42E-05,0.862453658,0.145258471,3.913318169,8,7,46.22387931,9.023444242,550.3564544,15.68310628,0.7128869,5.212115472
5.71E-05,0.109354178,4.222861772,427.1900691,0,1,29.06611961,5.599495197,29.06611961,5.599495197,29.06611961,5.599495197
7.90E-05,0.5086541,0.941937322,55.41875767,10,13,131.6328489,8.298267405,1446.031133,17.07664085,0.565685315,5.107793841
-4.61E-05,0.704563006,-0.262348448,11.11760586,10,11,143.8465542,8.483792239,1107.887645,18.24988348,0.567508221,5.049450519
-2.18E-05,0.619808344,0.016994555,1.996575281,5,1,2.597318836,6.080599803,5.060656327,6.881477282,0.840666593,5.365784865
-4.29E-05,0.362141107,-0.341961652,4827.686272,8,6,15305.39936,11.82387431,212468.6851,20.93807263,0.711034579,5.382085051
-5.80E-05,0.145465957,13.2706092,2334.801361,7,7,4.200673638,10.07717564,29.3714257,25.60502316,0.88784024,5.402535086
3.15E-05,0.17939535,25.74729055,10746.10821,3,4,6.529756075,7.616995562,29.22105518,10.69293788,1.016314234,5.754209458
2.59E-05,0.277344722,5.147167787,18088.59059,56,64,144.8524906,7.598523239,14991.29236,29.62111761,0.672163174,5.001748283
-2.94E-05,0.285893766,-5.878543725,945.3599288,14,13,2647.291825,9.281501318,40700.45007,18.6342603,0.656323531,5.183248736
-8.63E-05,0.213247713,20.06004093,22161.27265,53,44,762.8351711,6.915425677,73873.57762,11.22702387,0.81069107,5.002124948
2.45E-05,0.385179514,1.526411279,685.0034985,128,142,43.62230309,7.260087276,3041.477314,15.33790931,0.758903655,5.003746788
-1.86E-05,0.337607567,-0.381829874,61.55975594,46,38,2.601724264,7.151485255,13.01348641,15.70506156,0.730440759,5.058473029
7.77E-05,0.487716215,1.072718822,378.4173255,142,134,17.69209129,7.192683232,1036.86266,18.13614949,0.585913252,5.028994301
5.42E-05,0.491059637,1.630688438,2809.230931,72,65,48.49255513,7.243593598,2660.40804,19.53732685,0.633472192,5.047375292
1.94E-05,0.563880012,-6.582906709,2567.523408,69,65,174.2331124,7.347782225,21076.12452,18.81993112,0.868113562,5.030980977
-6.84E-05,0.680352243,-0.963446904,1543.328178,81,93,23.04147912,7.294038622,2038.606914,22.3598496,0.537110681,5.005737005
-0.000103567,0.503896437,0.38501502,563.4426682,78,80,32.23649984,7.418485073,1337.408049,23.60174693,0.619755989,5.001587471
9.47E-06,0.397316068,1.4925058,1765.867308,59,47,256.2026223,7.610164606,10298.32841,16.7137516,0.781808364,5.013577191
-3.39E-05,0.451740676,4.571074273,976.1819045,52,57,18.46703515,7.418654531,938.5179965,14.54278244,0.81537915,5.023296255
-3.65E-05,0.353531157,-3.677658791,4089.36479,39,30,369.1283684,8.538028756,9671.695155,17.73628936,0.590446282,5.059771315
-2.08E-05,0.29751963,4.191491808,1107.458505,23,25,926.5313473,9.58283888,20669.5317,27.32613527,0.650792067,5.018149347
-4.83E-05,0.242846832,26.20296185,29290.82425,11,11,56.95054502,8.659028636,1221.562406,11.08906623,0.851194613,5.015645207
3.17E-06,0.353044986,-4.433472104,8593.004399,16,19,5748.383873,8.971444575,100812.1256,14.38591645,0.555753088,5.007844256
-0.000189395,0.429718565,-3.528780872,3669.997788,20,16,176.2565909,10.20813265,4473.596904,27.10033302,0.725843657,5.324575291
6.49E-05,0.298364622,-15.25845968,18624.96901,34,34,197.0377143,8.645570929,8650.884374,11.69340542,0.834923477,5.20649362
1.90E-05,1.852260175,-0.177174118,12.00464145,588,398,16.94223784,6.38521622,174.1456747,26.66924015,0.509801139,5.000150688
0.000186133,1.545885165,-0.037702907,3.000053347,298,257,50.5299842,6.62096014,16957.8554,19.86068438,0.510723079,5.000130946
1.25E-05,1.213382987,0.02132439,25.13873251,161,180,11.10382617,7.262852954,1242.912129,17.59984987,0.525661228,5.007414187
6.55E-05,0.286175347,-1.08842165,2831.229084,6,11,82.91974467,9.097996037,742.0572451,14.99634689,0.67186099,5.552242502
-4.04E-05,0.74657734,-0.931300799,173.1376688,49,51,37.1927237,6.706751328,931.9927075,22.28460943,0.639636766,5.00328589
3.21E-05,0.378025948,0.769356037,450.3340509,5,3,4.997297972,6.559694069,19.06540857,11.78798545,0.515680831,5.011296711
-4.97E-06,0.265592986,3.446377205,2138.738761,42,64,147.8836728,7.40837536,9222.988697,19.16249066,0.873064411,5.025595799
-8.84E-05,0.324274545,-3.598286289,307.5193897,21,20,135.5370264,7.759231981,3090.884306,16.49413771,0.53752815,5.107271528
-2.26E-05,0.274094228,1.682893734,663.8224738,37,39,5.861123861,7.491168409,327.0837043,15.49901302,0.633675293,5.01595235
-1.24E-05,0.263189716,-0.131037547,3553.055332,8,17,31.40171253,7.87345848,740.0954121,12.89191433,0.761786527,5.107408866
2.12E-05,0.351925724,-0.873990261,269.3043479,1,1,2.235446485,6.573001514,3.042927209,6.874696361,1.427965761,6.271306667
-6.09E-05,0.411534101,-2.238305017,271.7496935,16,11,68.4714423,9.15557449,1228.492115,20.17222663,0.683764175,5.174066058
9.32E-06,0.32751444,5.545592,590.5781925,1,8,173.135687,14.19156596,977.4595737,21.58669857,0.679577622,5.882775117
6.15E-05,0.346365249,0.027936062,2.920544508,0,0,0,0,0,0,0,0
8.40E-05,0.305111715,-4.565459085,537.1175372,9,5,129.7295502,11.51215186,1226.146929,19.48599979,0.689488871,5.336160829
-3.46E-05,1.654248067,-0.146245358,1.207940983,153,86,35.68637112,6.166279471,739.3725615,22.81164287,0.544842956,5.002890807
-7.01E-06,1.306235288,-0.095115967,-0.033888718,10,11,58.51334291,6.421828444,504.5196004,9.900485225,0.916037124,5.039235364
-4.62E-05,1.008189991,-0.059094478,0.939665663,9,14,69.53146521,7.846713585,867.0569477,13.02671143,0.600498627,5.012525486
-0.000435456,2.5489724,-0.05018977,657.851731,339,366,96.77637214,6.625501167,2087.196488,21.52049424,0.508755486,5.001057413
-0.000255813,1.738866586,-0.031761752,106.7198447,344,347,100.708172,6.20322411,1042.646171,38.32514529,0.500694882,5.002518003
-0.000199085,2.216329407,-5.322120919,1311.140286,64,61,268.9085846,7.249047634,1172.275262,97.28138139,0.52635604,5.002069402
-1.28E-05,1.232082547,-0.139531941,3.806200207,76,76,31.04713496,7.155289401,1044.700458,22.6150918,0.515391924,5.003530268
0.000127453,1.071280368,0.144942357,14.26228554,28,24,82.14765501,6.691448841,1071.43723,16.358056,0.556767432,5.012592022
4.69E-05,0.743362259,0.044387944,9.621878721,11,19,3.661938086,9.549877227,28.39431547,21.20513723,0.863783702,5.242342589
0.000116789,0.402592316,3.619632659,1552.932427,6,9,13971.76838,11.80926212,208558.9641,22.84444727,0.750250885,5.292374479
1.91E-05,0.623428572,0.246651677,321.4351883,8,0,3.552690075,8.192101301,13.34678204,10.89637701,0.777855804,5.15265755
-2.34E-05,0.350374621,2.673170157,1347.179963,6,2,88.33514599,8.785987051,668.4856028,13.1054733,0.565549944,5.451680739
-0.000133814,0.931771502,-0.10422649,3.120415174,13,13,65.18274656,7.550298186,983.5824372,16.08592926,0.517283946,5.062275752
-9.07E-05,1.527455317,0.005274167,0.05977991,124,183,20.47942754,5.440986503,71.14774053,7.229004352,0.516495644,5.004684719
-2.34E-05,1.322240682,0.045628835,1.30069325,49,62,36.79704215,6.10296649,1097.139489,17.85278025,0.502593452,5.002719055
-0.000111455,1.676643295,-0.130654699,0.605924476,279,92,63.31397382,5.710974981,1042.75641,18.17744591,0.510100817,5.00060096
-3.57E-05,1.441667325,-0.077546832,0.50826172,59,17,82.46784481,6.010362793,1049.987684,16.14116204,0.543860791,5.002214212
-9.71E-05,0.963924423,-0.145216025,0.268591663,1,2,6.579599642,6.780546892,15.53155861,8.159758926,1.037009519,5.018212254
0.000498384,1.096125715,-0.090241921,20.5898583,17,19,525.7067314,8.124411879,1026.343257,21.95904623,0.566888011,5.047183156
-0.000144546,1.174225043,0.072294325,11.3026473,21,32,483.2177567,6.661128142,1064.2522,11.80449482,0.513062734,5.001845123
0.000111909,0.912347174,0.029481736,15.69031208,7,10,754.5746719,5.97314864,992.0861758,7.417668602,0.556711342,5.071536018
-7.72E-05,0.840482072,-5.547961047,5010.729866,31,28,351.3674865,8.018665465,10866.05908,12.82689841,0.756098708,5.010132221
-0.000173122,0.555420095,-29.59103862,12394.76359,44,39,2551.211761,9.546835767,144363.4137,67.03246223,0.781596144,5.021362099
0.000107557,0.545253225,9.088548941,8354.662532,21,20,1109.633292,10.34182832,32700.86429,33.05913624,0.544163925,5.336267661
-5.18E-05,0.49906122,-1.12545272,157.0459804,97,117,45.87637992,7.712641973,3023.046567,20.70190833,0.532218916,5.017677301
4.79E-05,0.380110051,1.187181117,150.9714766,38,51,85.8560436,7.129887747,5670.357619,16.16324995,0.674327443,5.010512033
2.59E-05,0.435834008,0.348691025,106.3857832,105,104,10.58448398,6.919196685,928.9415206,16.85059977,0.827243648,5.001213579
2.86E-06,2.833940776,0.151875999,984.3195006,32,31,441.8992538,14.70028339,26455.45155,94.82681588,0.521337569,5.050189951
-6.71E-05,1.176086586,-0.284207224,1234.750992,57,70,180.6951965,6.406053774,19260.41066,11.00414472,0.501404183,5.004066104
-0.000190294,2.816743889,-0.122041018,1076.677028,26,50,58.24039427,11.33713532,1220.50894,94.06587214,0.519650409,5.018287022
1.81E-05,0.532419091,0.083802554,252.0889955,26,33,11.73299525,9.062323457,524.5732084,19.06912465,0.560303631,5.149599902
0.000176969,0.360822621,-6.801440135,3431.796515,17,15,884.4379359,8.215192367,27595.22596,17.11387911,0.532363122,5.006899792
7.89E-05,0.126508531,-11.57785223,30252.88832,5,2,12354.41273,7.644013359,55305.74462,9.376023489,1.215384522,5.053895441
-9.19E-05,1.69184345,0.018149932,5.584328123,432,520,87.13615464,6.761841796,1016.41415,13.60999618,0.503430588,5.001349662
2.63E-05,1.661798548,0.037686562,5.80948249,448,435,104.7416174,6.576337924,1163.425199,17.65622007,0.500846455,5.001567072
-0.00012602,1.27460944,-0.08356763,8.674908536,216,222,125.2092583,6.182359525,1079.317222,21.00443843,0.505452608,5.000267734
-9.80E-05,0.772723877,-3.787617052,707.8303404,32,34,41.20627635,9.232563487,1086.061596,94.45226783,0.528683219,5.022199868
-9.06E-05,0.956475306,0.026263327,826.3299506,57,76,13.81486387,5.65048044,587.4837023,12.76057591,0.86748593,5.00145601
-1.66E-05,0.867853199,4.236014543,822.3161472,32,39,2498.534213,7.173218241,176610.7627,49.3062563,0.551832707,5.00298045
-4.64E-05,0.662371112,-25.80060526,10937.95035,77,75,150.2895249,7.341937664,5686.044378,18.43583264,0.769855429,5.024277455
-4.37E-05,0.657917323,27.72954885,15224.84142,39,31,120.0963136,8.09822157,7880.705276,18.38323367,0.576577999,5.023421626
-0.000155107,0.661513142,-12.41636006,5533.847183,85,66,45.86189575,7.44625008,6718.359668,63.0289065,0.716118153,5.012909397
-4.50E-05,3.011328384,0.031657066,0.779591033,3659,3749,32.27955397,6.48008949,741.0284892,24.98067886,0.500518372,5.000021575
-0.000176275,2.404016737,0.015391632,0.437752316,1859,2006,31.55052481,6.028354209,726.5623185,26.34379704,0.500082887,5.000001034
-8.20E-05,1.748261787,0.040977806,2.667674683,255,347,23.18515733,6.021976914,207.136499,16.73110216,0.536192071,5.000735425
-0.000139006,1.135606657,-0.177630612,13.30495128,22,16,4995.242361,8.494768934,189556.2492,37.705031,0.681510788,5.019154099
-8.33E-05,0.996745077,0.214347038,8.62828795,21,34,82.6373827,8.246784907,1233.665375,20.9796994,0.543478267,5.048616966
-0.000159137,0.628038941,-0.359044914,23.8920107,32,27,753.139113,7.750080535,42976.6171,16.80392714,0.542628979,5.017472486
-7.37E-06,0.030220698,0.038405703,185.4250583,0,0,0,0,0,0,0,0
-8.86E-05,0.269025869,2.962163692,304.4054679,5,7,48.73243837,8.618874264,546.3315275,14.02985366,0.52240774,5.357106144
6.01E-05,0.267161673,-3.320085642,496.29762,3,1,379.3884703,9.04247351,859.5543243,13.59444769,3.985656295,5.556747439
4.29E-05,0.361336228,-1.786957754,7455.007,22,25,400.6808694,7.658635826,13440.87597,18.23269234,0.823956238,5.087287659
-2.67E-05,0.480812297,-2.846367849,1274.335029,28,20,75.49523785,7.821047451,1078.82378,19.12642515,0.602844385,5.094382754
0.000111855,0.48984122,-0.061804125,1024.033281,28,35,27.09408668,7.739018437,1035.431221,17.17464686,0.761691832,5.006960788
-0.000108974,0.263495152,27.56567686,18230.73344,36,40,172.276014,8.018009486,7402.00098,11.18746508,0.851194613,5.099342566
-0.000120154,0.583002726,1.429466483,792.42285,25,31,571.5785023,8.147236791,14658.11303,24.59478125,0.502642284,5.004443386
-9.69E-05,0.264418001,5.75945292,11543.42025,13,15,11760.27306,7.87039277,329213.3388,11.61610751,0.733692004,5.030712584
-6.28E-06,0.609061942,-0.948121209,186.8504806,41,29,167.924558,8.18412864,7653.207122,20.07345285,0.593014946,5.018659986
7.37E-05,0.802447637,-1.283159824,1757.721583,25,21,3078.272041,7.748054674,141301.0797,72.94682651,1.177411368,5.023727288
0.000115357,0.729294006,0.102260949,186.3642504,17,23,41.61865249,8.831382062,765.2932462,18.54122383,0.514125698,5.037555842
-4.06E-05,0.34894711,0.008137234,5.789324488,0,0,0,0,0,0,0,0
3.12E-05,0.619534024,0.224729848,8.254771166,6,9,99.64047051,7.414139313,724.5889222,12.34998389,1.824768674,5.239805275
-4.70E-05,0.55176757,-0.35071503,16.47634388,5,5,112.3073743,8.81851869,743.7992735,15.19627576,1.314739779,5.046274279
4.55E-05,0.728766906,0.089411088,1.984211678,1,5,2.850108856,9.847848988,11.67365437,12.48067583,0.69107966,5.553092055
-9.49E-06,0.849459,-0.728288991,37.46367333,19,23,116.2028185,8.447730875,1533.302244,25.11808195,0.630461763,5.072529081
0.000129214,0.346524019,1.148969499,67.72916847,0,6,3.460698552,11.00775347,12.54900766,13.46340032,0.803523223,6.958526089
0.000470925,1.504592452,0.027022879,3.828015697,439,458,64.5132549,6.420192009,904.3489477,11.96495804,0.500709487,5.002474433
-0.000562191,1.558081274,0.046811049,5.033582913,458,555,66.09194681,6.403927067,1088.541875,21.66077429,0.50284422,5.000733517
0.000293225,1.184050761,-0.072688485,9.877594311,163,182,137.5529434,6.230344345,1194.597984,22.11336061,0.504945866,5.013420887
2.62E-05,0.42265657,2.768047438,637.5869863,39,51,200.3023767,7.408944189,9876.934091,17.19550667,0.852588389,5.036888751
-2.87E-05,0.341491564,0.995252309,131.6739317,31,30,14.09287201,7.185047125,695.3969447,15.42324461,0.909963777,5.010606853
-4.79E-05,0.528090393,-1.278130343,268.4772731,40,42,24.3653069,7.558532434,1208.451237,18.79619855,0.524826166,5.00605935
-5.92E-06,0.61941881,0.142869295,10.79983039,12,14,31.11343804,6.359973954,584.0281833,11.06109396,0.503548455,5.009274228
-3.77E-05,0.585797465,0.027797339,1.803901056,5,6,6.096326052,6.264723063,41.63216383,10.2139972,0.588362589,5.372751036
-0.000127724,0.430112047,-2.899786116,241.3964637,12,10,144.992565,9.801670467,1169.020424,21.28438394,0.631445432,5.093323248
-1.46E-05,1.75925921,0.172716692,68.99548475,1235,1146,12.10500449,5.993346499,74.06884668,17.36017779,0.525864595,5.00000073
1.95E-05,1.720543283,-0.009499887,3.172868235,1424,1456,15.81056911,5.825757419,2977.023046,25.53853868,0.501750707,5.000580903
-0.000128914,1.122957633,-0.17343978,35.84452394,559,513,21.96389612,6.348024321,15505.61044,22.49365027,0.534085587,5.000006881
0.000134721,0.486544384,-0.173211997,91.87342413,4,4,5267.079938,8.909618713,42123.81526,15.14429963,1.100052974,5.111640795
-1.29E-05,0.653142326,0.70759514,35.13109645,5,16,100.1820351,10.59339394,1258.518773,21.32887283,0.563928421,5.257255068
-3.16E-05,0.260381087,-3.993250337,446.7247785,15,10,6852.591128,8.600598821,171272.7562,15.55789664,0.649124859,5.160782685
-1.79E-06,0.616855612,0.095976197,255.0861517,16,14,32.50721086,10.02574263,879.1022989,21.38613035,0.655396681,5.100719403
0.0001284,0.680160261,-0.184238475,526.1543429,12,16,69.04216653,10.1222426,1226.885384,21.44795648,0.880120007,5.34803336
4.21E-05,0.241586128,-0.726578543,6437.555406,12,16,748.7087205,8.005412411,20924.8706,10.9312398,0.882100001,5.131528625
-7.99E-05,1.320716286,0.003910543,1.500909074,24,36,60.67805187,7.428081324,867.7990184,20.18091308,0.587049628,5.006884204
-0.000158929,1.138901716,0.094161397,1.575620715,17,28,63.0813045,7.206634543,633.6450163,17.35903969,0.510496404,5.003092021
-0.000116988,0.794977353,0.081250132,0.120118391,0,0,0,0,0,0,0,0
-9.93E-05,1.372497698,-0.028559265,0.061211463,22,20,68.34065302,5.733897604,668.7713833,10.15176137,0.929371478,5.037197612
-9.22E-05,1.231619685,-0.050401283,0.764395687,16,12,67.77666488,7.265036153,790.4730993,15.88086798,0.682771549,5.033180665
1.03E-05,0.883730039,0.414978454,18.52435275,30,44,83.22747533,6.909625642,1196.760755,23.39086858,0.717663685,5.005839502
1.04E-05,0.385623624,0.914074166,55.4119391,5,9,56.70941825,7.684158652,588.5344861,14.05794069,0.98393329,5.016748474
-0.000111845,0.696147099,0.024240195,1.445823992,0,0,0,0,0,0,0,0
-5.49E-05,0.632233935,-0.622695229,32.37481953,20,20,78.96102103,8.006572666,1288.919135,20.28056367,0.578153024,5.067438698
1.77E-05,0.432653053,2.983526889,239.8755607,3,10,227.5063168,12.8941564,1368.905386,23.44244063,0.531203523,5.04627415
-8.25E-05,0.561875106,0.026636027,3.27589937,3,0,6.670937948,5.691623944,18.59560249,6.027081374,0.583522272,5.505933791
-2.68E-05,0.483778886,-1.003322765,72.17191115,7,2,159.7664419,11.16220437,885.6068631,18.31681356,0.839613325,5.238773655
2.79E-05,1.640947502,0.061180314,177.1113009,204,223,115.4565007,5.873176793,31263.60121,17.82749234,0.551369309,5.004558455
2.79E-05,1.3373399,0.094524853,7.853613139,30,29,34.74130088,5.883132227,116.7016301,21.40882529,0.877981996,5.002854802
6.30E-05,1.030141928,0.104940558,60.78562096,52,54,255.7083144,8.038045665,17612.25148,18.28921264,0.514347325,5.026506309
0.000148114,0.523155756,3.623993854,1587.815231,9,10,98.56006806,10.29934035,1275.319929,20.5664706,0.633190564,5.054836314
-4.99E-06,0.430181167,12.74297074,4526.552293,8,5,137.5252714,11.25011575,1174.686201,19.0383589,0.754432239,5.165055548
8.21E-05,0.369317074,-42.15563055,58104.83477,4,6,1.790239558,19.93609852,5.064810461,84.06707968,0.798378261,5.043234253
5.34E-05,0.540919223,1.208350298,561.6809577,455,458,23.08813195,7.161435783,4932.038852,20.16960527,0.659412497,5.000888607
-4.83E-05,0.522047745,-0.008473556,261.169907,207,173,30.86872815,7.894180458,2271.302113,21.712871,0.509876244,5.000147277
3.93E-05,0.500674697,0.362904838,310.0873615,326,339,30.89479005,7.468891106,5416.308999,20.19494128,0.733458198,5.000957307
0.00015335,1.607451868,0.039209195,4.238929916,454,489,69.58944941,6.584741182,1185.971396,22.40515106,0.502805446,5.000798928
-0.000284635,1.578606655,-0.001900624,3.883516683,466,490,82.98863792,6.339865578,1015.91504,16.834805,0.503484521,5.000310423
-3.61E-05,1.162746065,-0.00245931,6.71295128,175,165,120.0049732,6.000356422,1054.840405,8.460021171,0.502897866,5.001246852
1.93E-05,0.478825419,0.52231105,479.1899951,16,15,1.412332796,7.693028632,2.655484926,19.88230826,0.854252819,5.128815448
-9.19E-05,0.882678711,-1.727222766,1980.108839,27,36,50.22530308,8.47536237,1113.008836,98.53390746,0.583847472,5.007959285
-7.43E-06,0.739849992,0.044916187,195.5849405,23,30,71.37625021,9.794349491,1123.172742,56.48283255,0.587410489,5.031135478
-9.28E-05,3.337694481,-0.203065601,562.3943108,234,231,188.6931788,8.022124029,34693.51982,92.84846187,0.507765185,5.000226224
-0.000650803,1.931617494,0.34042912,320.7210734,190,241,161.9152005,7.408154232,1135.645534,86.22570834,0.502095686,5.02276649
0.000302133,2.929798226,0.673840182,904.967747,83,87,150.2883094,7.357291955,1010.188898,83.27110412,0.563109264,5.005286785
-0.000526731,3.529006695,-0.331849416,563.0945437,69,75,435.7632429,10.41540332,32432.39985,95.81010292,0.555552475,5.023627725
-0.000379847,1.798464951,-0.236233324,596.732904,140,162,946.2378316,7.688648669,213227.4286,94.89913105,0.504073368,5.003452527
0.000415871,3.172847131,0.110935256,816.75773,120,108,202.7202641,7.050816223,29749.51069,93.00636355,0.506046767,5.001910021
-8.41E-05,2.043779857,0.111278811,39.31948129,445,626,39.44527209,5.724693619,132.2723134,58.091267,0.500534498,5.00185055
-0.00011112,1.781977922,1.014892299,132.8466873,139,216,43.17842123,5.950539253,1052.756197,22.72615952,0.527265059,5.000951857
-1.64E-05,1.357956539,0.605977711,224.2600246,50,59,42.94837186,9.465687652,1211.046817,93.01542946,0.555190297,5.005665232
9.03E-05,0.911618566,0.055332555,3.887404327,21,18,68.41165598,7.868171371,1180.867411,14.77688789,0.535856066,5.101102133
3.78E-06,0.814550916,0.193229107,50.55188246,0,0,0,0,0,0,0,0
-3.25E-05,0.296890214,-4.542844986,775.2085766,10,3,46.80214289,11.63214314,562.4983802,18.74786019,0.651167042,5.28535494
-0.000388636,3.441926041,-0.010387012,430.8331681,506,544,247.9840789,10.30804773,71080.75489,98.25407552,0.500219112,5.001325218
0.000153246,4.112447962,0.166150059,196.0543225,122,139,325.4262593,8.345103896,8877.855013,96.42789525,0.578634298,5.001478511
0.000288729,2.688766143,0.128991787,1028.357856,77,91,778.1959196,9.245162359,10549.19725,96.43924653,0.641252122,5.003456318
-2.94E-05,1.470906698,-0.021515143,8.308727678,52,27,43.38567252,6.772579303,852.4552294,16.27947972,0.514245212,5.033405187
9.61E-05,1.271628729,0.073876821,3.113539553,267,233,14.85957187,6.927578111,1039.896638,17.49893545,0.525569017,5.003079855
-2.36E-05,0.892979753,-0.05921865,8.607742526,406,357,3.451898737,6.861900946,924.1140901,16.46886419,0.679506423,5.002647451
9.93E-05,0.310228857,-4.040934486,609.2555132,10,8,101.8696623,10.04885561,1229.180167,17.3834513,0.553567848,5.374795883
0.00011156,0.053764413,-6.436385627,1884.851711,1,1,0.916704632,8.434356026,0.982214652,8.96060026,0.851194611,7.908111793
-6.85E-05,0.226087375,3.554782892,968.9989262,5,7,87.11396057,9.613927891,1002.199807,12.88187888,0.539596472,5.761248272
1.17E-05,0.956695864,0.277172635,34.02507724,28,48,61.98829842,7.582397407,1351.378128,22.06934322,0.503819277,5.005464911
-6.77E-05,1.351842884,-0.013533153,2.209738398,312,299,12.98713905,5.550728619,478.2898464,8.278564873,0.524979574,5.003096061
-0.000129862,1.280302716,-0.046557405,2.320444393,185,200,21.03345957,5.747163602,1012.411894,18.98552289,0.520626391,5.000144777
-2.15E-05,0.523839991,2.630298579,906.4043913,11,8,18.52570796,6.962777859,318.6193111,15.4125135,0.668366398,5.306048108
-8.95E-05,0.894974974,-0.305342686,113.1458736,53,50,31.00283783,6.397907931,908.3423327,18.42647703,0.533074512,5.002257922
5.67E-05,0.790605538,-0.957644926,323.8535975,32,38,71.04275412,7.306686858,1502.003561,19.42325123,0.518087774,5.022792121
4.22E-05,0.637656112,-0.510944983,703.1773187,34,31,47.64724367,7.876323516,1070.266583,27.89974534,0.63032206,5.03746147
8.28E-05,0.922601359,1.683369243,646.4803882,9,25,249.824924,6.146168896,7672.540277,8.366713873,0.641451586,5.004068668
4.92E-05,0.787878757,-1.06108361,391.6699321,25,22,5043.713614,7.98505912,235072.1678,24.01304378,0.615334934,5.066989541
-0.000114296,0.201691467,3.214457044,812.4877289,6,5,79.11387912,8.402362376,827.8906858,10.86280756,0.611239313,5.114421416
1.80E-05,0.271420306,-5.625674117,605.1513063,7,3,59.03928826,11.52070425,561.9332421,18.20697904,0.723050781,5.277827198
5.72E-05,0.100488387,1.285217548,10674.18011,24,22,1.277385855,7.746371124,1.825398254,10.01448369,0.751347512,5.978746864
-3.88E-05,1.470605414,-0.1189791,0.200884263,50,26,52.18341132,5.896998315,584.2605904,13.56002893,0.73084832,5.00200466
7.06E-05,1.275720669,-0.04733159,1.303269891,21,22,92.75200981,7.458567549,975.6767498,18.0082058,0.549251533,5.042615702
-3.04E-05,0.888607557,-0.119299924,-0.053453544,0,0,0,0,0,0,0,0
-6.83E-05,1.048643585,-0.0216734,18.8887414,31,25,335.5768808,6.591708782,1184.71574,16.95879393,0.529201258,5.01893517
0.000264693,1.096384649,-0.153679502,15.11114919,30,23,460.5049408,6.342372343,1120.33199,8.62651543,0.514482399,5.043445614
0.000148654,0.890634659,-0.082984098,18.54414374,9,13,541.8672345,6.267986196,1040.423491,8.753170125,0.896271821,5.098447378
-0.000755027,3.434176508,-0.276539456,548.7245214,312,344,78.89780421,7.287767361,1400.899324,91.58649487,0.522085481,5.001333951
0.000107694,1.840389583,0.161892187,305.3889779,325,284,98.5571576,6.622211103,1145.250756,83.59715011,0.502352086,5.000204597
-5.50E-05,3.005152068,0.217991946,857.7868273,146,129,85.98642822,6.792719065,1210.606401,84.92656027,0.572212261,5.000969915
